# rank	seq_id	rel_abund_perc
154	PROK194264_PROK2.36.11.3.97.1	0.606060606060606
155	PROK290881_PROK2.36.7.23.1	0.606060606060606
156	PROK247773_PROK2.73.3.20.7.2.1	0.606060606060606
157	PROK11962_PROK2.7.3.32.1	0.606060606060606
158	PROK146418_PROK2.73.7.17.6.1	0.606060606060606
159	PROK71738_PROK2.73.7.17.6.5.3.2	0.606060606060606
160	PROK181649_PROK2.36.11.3.48.6	0.606060606060606
161	PROK254951_PROK2.94.13.4	0.606060606060606
162	PROK103764_PROK2.73.2.44.2.1	0.606060606060606
163	PROK200908_PROK2.18.2.18.2.1	0.606060606060606
164	PROK212484_PROK2.73.2.12.11.1	0.606060606060606
165	PROK102297_PROK2.73.7.67.2.1	0.606060606060606
