# rank	seq_id	rel_abund_perc
1	PROK139215_PROK2.73.4.3.6.2	0.606060606060606
2	PROK151052_PROK2.73.3.10.2.2.2	0.606060606060606
3	PROK108095_PROK2.36.7.21.2.1	0.606060606060606
4	PROK246394_PROK2.10.10.6.19.1	0.606060606060606
5	PROK302883_PROK2.36.7.19.3.1	0.606060606060606
6	PROK50353_PROK2.36.7.19.5.4	0.606060606060606
7	PROK139725_PROK2.7.3.18	0.606060606060606
8	PROK218629_PROK2.7.3.27.5.1	0.606060606060606
9	PROK33199_PROK2.73.4.3.2.1	0.606060606060606
10	PROK216349_PROK2.36.11.3.2.4	0.606060606060606
11	PROK173411_PROK2.7.3.28.1	0.606060606060606
12	PROK137907_PROK2.36.7.21.2.2.1	0.606060606060606
13	PROK105999_PROK2.73.7.19.2.3	0.606060606060606
14	PROK186969_PROK2.36.11.3.48.1	0.606060606060606
15	PROK242340_PROK2.73.7.19.2.1	0.606060606060606
16	PROK75781_PROK2.73.6.4.2.1.2.2	0.606060606060606
17	PROK179210_PROK2.36.11.11.6.4.1	0.606060606060606
18	PROK190290_PROK2.10.3.5.12.2	0.606060606060606
19	PROK263649_PROK2.7.3.1	0.606060606060606
20	PROK195909_PROK2.36.11.3.97.1	0.606060606060606
21	PROK33939_PROK2.23.3.1	0.606060606060606
22	PROK5791_PROK2.73.2.45.5.1	0.606060606060606
23	PROK85825_PROK2.71.6.11.6.2.1	0.606060606060606
24	PROK29149_PROK2.10.3.24.3.2	0.606060606060606
25	PROK299855_PROK2.7.4.4.2.3	0.606060606060606
26	PROK107680_PROK2.36.7.22.2.2	0.606060606060606
27	PROK145852_PROK2.73.3.15.5.1	0.606060606060606
28	PROK100472_PROK2.73.7.44.3.3	0.606060606060606
29	PROK186167_PROK2.10.10.6.19.1	0.606060606060606
30	PROK213627_PROK2.10.10.6.19.1	0.606060606060606
31	PROK2750_PROK2.18.2.18.2.1	0.606060606060606
32	PROK236118_PROK2.73.3.21.2.1	0.606060606060606
33	PROK111505_PROK2.7.3.1	0.606060606060606
34	PROK247387_PROK2.73.3.13.2.2	0.606060606060606
35	PROK151819_PROK2.10.11.9.2.1	0.606060606060606
36	PROK62386_PROK2.73.3.15.5.1	0.606060606060606
37	PROK13347_PROK2.7.3.17.2.1	0.606060606060606
38	PROK108135_PROK2.36.7.19.5.8.2	0.606060606060606
39	PROK10844_PROK2.73.3.28.2.2	0.606060606060606
40	PROK137552_PROK2.7.3.27.5.2	0.606060606060606
41	PROK216261_PROK2.73.2.12.11.1	0.606060606060606
42	PROK252233_PROK2.73.3.10.2.3	0.606060606060606
43	PROK138931_PROK2.84.1.2.2.1	0.606060606060606
44	PROK129405_PROK2.73.4.3.2.1	0.606060606060606
45	PROK203194_PROK2.65.6.4	0.606060606060606
46	PROK176156_PROK2.36.11.11.3.1	0.606060606060606
47	PROK195648_PROK2.7.3.1	0.606060606060606
48	PROK203768_PROK2.73.7.56.2.2	0.606060606060606
49	PROK71658_PROK2.73.3.21.2.1	0.606060606060606
50	PROK249444_PROK2.36.7.19.2.3.1	0.606060606060606
51	PROK14278_PROK2.36.11.11.7.4	0.606060606060606
52	PROK302024_PROK2.73.3.15.3.1	0.606060606060606
53	PROK245863_PROK2.7.3.1	0.606060606060606
54	PROK215692_PROK2.73.2.12.11.1	0.606060606060606
55	PROK221212_PROK2.94.6.1	0.606060606060606
56	PROK233683_PROK2.73.2.39.3.1	0.606060606060606
57	PROK5516_PROK2.73.2.16.2.3.1	0.606060606060606
58	PROK239330_PROK2.73.3.15.5.2	0.606060606060606
59	PROK7227_PROK2.73.7.17.4.1	0.606060606060606
60	PROK242277_PROK2.10.27.7	0.606060606060606
61	PROK16166_PROK2.36.11.3.40.1	0.606060606060606
62	PROK142794_PROK2.73.6.12.2.2.3	0.606060606060606
63	PROK223038_PROK2.73.7.79.2.1	0.606060606060606
64	PROK145109_PROK2.7.3.17.1	0.606060606060606
65	PROK29802_PROK2.7.3.33.3.1	0.606060606060606
66	PROK15259_PROK2.36.7.19.3.1	0.606060606060606
67	PROK47043_PROK2.7.3.27.5.2	0.606060606060606
68	PROK177261_PROK2.73.7.57.1	0.606060606060606
69	PROK10640_PROK2.73.3.20.7.2.2.1	0.606060606060606
70	PROK220097_PROK2.7.3.17.2.1	0.606060606060606
71	PROK224816_PROK2.73.4.3.2.1	0.606060606060606
72	PROK13369_PROK2.7.3.17.2.1	0.606060606060606
73	PROK13571_PROK2.7.3.29	0.606060606060606
74	PROK256273_PROK2.36.7.19.7.3.1	0.606060606060606
75	PROK12741_PROK2.7.3.27.5.2	0.606060606060606
76	PROK12126_PROK2.7.3.33.3.1	0.606060606060606
77	PROK108771_PROK2.73.7.17.2.1	0.606060606060606
78	PROK163742_PROK2.73.3.15.5.1	0.606060606060606
79	PROK2200_PROK2.10.3.5.10.1	0.606060606060606
80	PROK100701_PROK2.73.2.12.3.2.1	0.606060606060606
81	PROK132774_PROK2.73.7.17.9.1	0.606060606060606
82	PROK164182_PROK2.36.11.3.2.1	0.606060606060606
83	PROK70825_PROK2.10.27.8.5.2	0.606060606060606
84	PROK148841_PROK2.73.7.79.4.1	0.606060606060606
85	PROK63759_PROK2.73.7.67.2.1	0.606060606060606
86	PROK13366_PROK2.7.3.17.2.1	0.606060606060606
87	PROK105786_PROK2.36.7.19.6.2	0.606060606060606
88	PROK10787_PROK2.73.3.10.2.1	0.606060606060606
89	PROK10714_PROK2.73.3.15.5.1	0.606060606060606
90	PROK137018_PROK2.73.2.18.5.1	0.606060606060606
91	PROK112031_PROK2.73.3.15.3.1	0.606060606060606
92	PROK100159_PROK2.7.3.17.2.1	0.606060606060606
93	PROK204467_PROK2.7.2.8.2.1	0.606060606060606
94	PROK151551_PROK2.36.11.3.85.3.6	0.606060606060606
95	PROK259248_PROK2.73.7.50.2	0.606060606060606
96	PROK15674_PROK2.36.17.2.4.1	0.606060606060606
97	PROK226056_PROK2.6.12.2.1	0.606060606060606
98	PROK155536_PROK2.73.7.19.2.1	0.606060606060606
99	PROK100689_PROK2.73.2.3.2.1	0.606060606060606
100	PROK23223_PROK2.7.3.33.3.1	0.606060606060606
101	PROK106240_PROK2.73.7.17.14.1	0.606060606060606
102	PROK104900_PROK2.7.3.33.3.1	0.606060606060606
103	PROK221267_PROK2.94.10.1	0.606060606060606
104	PROK6457_PROK2.73.7.17.13.1	0.606060606060606
105	PROK102276_PROK2.73.3.15.5.1	0.606060606060606
106	PROK104157_PROK2.73.3.15.5.1	0.606060606060606
107	PROK150581_PROK2.73.6.13.2.1	0.606060606060606
108	PROK21804_PROK2.9.1.1.3.2	0.606060606060606
109	PROK217008_PROK2.73.7.23.1	0.606060606060606
110	PROK262181_PROK2.73.3.21.2.1	0.606060606060606
111	PROK18318_PROK2.73.2.44.2.1	0.606060606060606
112	PROK279281_PROK2.7.3.33.3.1	0.606060606060606
113	PROK253766_PROK2.36.17.4.1.1	0.606060606060606
114	PROK184159_PROK2.36.11.3.42.1	0.606060606060606
115	PROK204019_PROK2.84.2.2.2.2	0.606060606060606
116	PROK13472_PROK2.7.3.17.2.1	0.606060606060606
117	PROK113219_PROK2.36.11.3.40.13	0.606060606060606
118	PROK65333_PROK2.73.2.18.5.4	0.606060606060606
119	PROK21984_PROK2.73.7.77.6.1	0.606060606060606
120	PROK103606_PROK2.7.3.17.2.1	0.606060606060606
121	PROK294038_PROK2.36.11.11.6.1	0.606060606060606
122	PROK6684_PROK2.73.7.17.8.2	0.606060606060606
123	PROK103500_PROK2.73.2.41.2.2.1	0.606060606060606
124	PROK100058_PROK2.36.17.8.3.1	0.606060606060606
125	PROK10663_PROK2.73.3.15.3.1	0.606060606060606
126	PROK159816_PROK2.58.4.2.2.2.2	0.606060606060606
127	PROK1299_PROK2.18.2.4.15.2.2	0.606060606060606
128	PROK161344_PROK2.7.3.32.1	0.606060606060606
129	PROK128390_PROK2.7.3.17.2.1	0.606060606060606
130	PROK226614_PROK2.58.5.4.2.2	0.606060606060606
131	PROK217925_PROK2.10.11.9.2.2	0.606060606060606
132	PROK168925_PROK2.10.3.26.2.1	0.606060606060606
133	PROK22673_PROK2.73.7.1	0.606060606060606
134	PROK112728_PROK2.73.2.45.5.1	0.606060606060606
135	PROK130905_PROK2.73.7.67.2.1	0.606060606060606
136	PROK15243_PROK2.36.7.19.3.1	0.606060606060606
137	PROK4632_PROK2.73.2.12.4.1	0.606060606060606
138	PROK143472_PROK2.36.7.21.2.1	0.606060606060606
139	PROK106829_PROK2.36.7.19.3.1	0.606060606060606
140	PROK291339_PROK2.6.12.1	0.606060606060606
141	PROK140012_PROK2.73.2.44.2.1	0.606060606060606
142	PROK143678_PROK2.36.7.22.1	0.606060606060606
143	PROK209565_PROK2.73.2.45.5.1	0.606060606060606
144	PROK168442_PROK2.7.3.1	0.606060606060606
145	PROK221248_PROK2.6.4.3	0.606060606060606
146	PROK140146_PROK2.7.3.32.1	0.606060606060606
147	PROK277429_PROK2.10.10.13	0.606060606060606
148	PROK17555_PROK2.79.9.3.8.1	0.606060606060606
149	PROK28947_PROK2.73.6.13.2.1	0.606060606060606
150	PROK259065_PROK2.7.3.17.2.1	0.606060606060606
151	PROK175708_PROK2.36.11.3.97.13	0.606060606060606
152	PROK200722_PROK2.73.7.77.1	0.606060606060606
153	PROK27938_PROK2.73.7.44.3.3	0.606060606060606
